PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,quarter,year
FRANCIS LEWIS PARK,QUEENS       ,16.831,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
LEIF ERICSON PARK,BROOKLYN     ,16.8,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
EIBS POND PARK,STATEN ISLAND,16.505,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
RAILROAD PARK QUEENS,QUEENS       ,16.439,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BREUKELEN BALLFIELDS,BROOKLYN     ,16.16,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FRANZ SIGEL PARK,BRONX        ,15.99,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
THOMAS JEFFERSON PARK,MANHATTAN    ,15.524,ONE ACRE OR LARGER,0.0,0,0,0,1,1,0,2,3,2024
ALICE AUSTEN PARK,STATEN ISLAND,15.524,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MILL POND PARK,BRONX        ,15.496,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SHERMAN CREEK,MANHATTAN    ,15.383,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HARRIS PARK,BRONX        ,15.32,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GOODHUE,STATEN ISLAND,15.064,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MULLALY PARK,BRONX        ,15.049,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2024
TREMONT PARK,BRONX        ,15.0,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
CARL SCHURZ PARK,MANHATTAN    ,14.938,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GRAND ARMY PLAZA BROOKLYN,BROOKLYN     ,14.257,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
VON BRIESEN PARK,STATEN ISLAND,13.938,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MOTOR PARKWAY,QUEENS       ,13.894,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 116TH STREET TO BEACH 108TH STREET,QUEENS       ,13.826,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BEACH 17 PLAYGROUND,QUEENS       ,13.75,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
TUDOR PARK,QUEENS       ,13.543,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
AQUEDUCT WALK,BRONX        ,13.533,ONE ACRE OR LARGER,0.0,0,2,0,0,0,0,2,3,2024
FATHER MACRIS PARK,STATEN ISLAND,13.469,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
STARLIGHT PARK,BRONX        ,12.93,ONE ACRE OR LARGER,0.0,0,2,0,0,1,0,3,3,2024
JACKIE ROBINSON PARK MANHATTAN,MANHATTAN    ,12.772,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
BROOKLYN MUSEUM,BROOKLYN     ,12.66,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BEACH CHANNEL PARK,QUEENS       ,12.624,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GREENBELT NATIVE PLANT CENTER,STATEN ISLAND,12.247,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BOWNE PARK,QUEENS       ,11.788,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SETON PARK,BRONX        ,11.689,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
RUFUS KING PARK,QUEENS       ,11.5,ONE ACRE OR LARGER,0.0,0,2,0,0,2,0,4,3,2024
FRANK GOLDEN PARK,QUEENS       ,11.422,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
ST. JAMES PARK,BRONX        ,11.39,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
RICHMOND TERRACE WETLANDS,STATEN ISLAND,11.193,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BARRETTO POINT PARK,BRONX        ,11.161,ONE ACRE OR LARGER,0.0,1,0,0,0,0,0,1,3,2024
ST. ALBANS PARK,QUEENS       ,10.79,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GEMINI FIELDS,QUEENS       ,10.761,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GIVANS CREEK WOODS,BRONX        ,10.735,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BETSY HEAD PARK,BROOKLYN     ,10.555,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
TOMPKINS SQUARE PARK,MANHATTAN    ,10.502,ONE ACRE OR LARGER,0.0,0,0,1,1,5,0,7,3,2024
CPL. THOMPSON PARK,STATEN ISLAND,10.5,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
COMMODORE BARRY PARK,BROOKLYN     ,10.391,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CADMAN PLAZA PARK,BROOKLYN     ,10.384,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BROADWAY MALLS,MANHATTAN    ,10.242,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
STEEPLECHASE PARK,BROOKLYN     ,10.01,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HUNTER'S POINT SOUTH PARK,QUEENS       ,10.0,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
UNNAMED PARK ON RICHMOND TERRACE,STATEN ISLAND,9.934,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HYBRID OAK WOODS PARK,STATEN ISLAND,9.763,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WASHINGTON SQUARE PARK,MANHATTAN    ,9.749,ONE ACRE OR LARGER,0.0,0,5,8,0,20,0,33,3,2024
BRYANT PARK,MANHATTAN    ,9.603,ONE ACRE OR LARGER,0.0,0,0,2,0,3,0,5,3,2024
ROCKAWAY FREEWAY,QUEENS       ,9.404,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BICENTENNIAL VETERANS MEMORIAL PARK,BRONX        ,9.395,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SUNSET COVE PARK,QUEENS       ,9.375,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
ST. JOHN'S RECREATION CENTER,BROOKLYN     ,9.339,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
LINDEN PARK,BROOKLYN     ,9.322,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2024
HAFFEN PARK,BRONX        ,9.238,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
ALLISON POND PARK,STATEN ISLAND,9.2,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GRANITEVILLE SWAMP PARK,STATEN ISLAND,9.187,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
TOTTENVILLE SHORE PARK,STATEN ISLAND,9.181,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CAPTAIN TILLY PARK,QUEENS       ,9.16,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2024
HARVEY PARK,QUEENS       ,9.154,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MSGR. MCGOLRICK PARK,BROOKLYN     ,9.134,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BUSHWICK INLET PARK,BROOKLYN     ,9.01,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
HENRY HUDSON PARK,BRONX        ,8.972,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FRANK PRINCIPE PARK,QUEENS       ,8.899,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CASTLE HILL PARK,BRONX        ,8.834,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
ROCHDALE PARK,QUEENS       ,8.833,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
ABE STARK SKATING RINK,BROOKLYN     ,8.807,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CITY HALL PARK,MANHATTAN    ,8.8,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
EAST RIVER WATERFRONT ESPLANADE,MANHATTAN    ,8.761,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CROTONA PARKWAY MALLS,BRONX        ,8.75,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CONEY ISLAND CREEK PARK,BROOKLYN     ,8.663,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MILL ROCK PARK,MANHATTAN    ,8.639,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
EAST RIVER ESPLANADE E 90TH ST TO E 125TH ST,MANHATTAN    ,8.595,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
JOHN J CARTY PARK,BROOKLYN     ,8.565,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
COFFEY PARK,BROOKLYN     ,8.271,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BARRETT PARK,STATEN ISLAND,8.108,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
RAINEY PARK QUEENS,QUEENS       ,8.09,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
LAGUARDIA LANDING LIGHTS,QUEENS       ,8.03,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CITY ISLAND WETLANDS,BRONX        ,8.005,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SARA D. ROOSEVELT PARK,MANHATTAN    ,7.85,ONE ACRE OR LARGER,0.0,0,3,3,0,5,0,11,3,2024
EWEN PARK,BRONX        ,7.84,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HERBERT VON KING PARK,BROOKLYN     ,7.819,ONE ACRE OR LARGER,0.0,0,1,1,0,0,0,2,3,2024
MOUNT PROSPECT PARK,BROOKLYN     ,7.79,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
RAINEY PARK BRONX,BRONX        ,7.738,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2024
DETECTIVE KEITH L WILLIAMS PARK,QUEENS       ,7.683,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
FLUSHING FIELDS,QUEENS       ,7.671,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
PALMER INLET,BRONX        ,7.49,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MIDLAND FIELD,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SCHMUL PARK,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BRIDGE PARK BRONX,BRONX        ,7.156,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BEACH 30TH STREET PLAYGROUND,QUEENS       ,7.122,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BROWER PARK,BROOKLYN     ,7.047,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
JOYCE KILMER PARK,BRONX        ,6.882,ONE ACRE OR LARGER,0.0,0,2,1,0,0,0,3,3,2024
MARIA HERNANDEZ PARK,BROOKLYN     ,6.873,ONE ACRE OR LARGER,0.0,0,1,2,0,1,0,4,3,2024
THE HIGH LINE,MANHATTAN    ,6.73,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
LINDOWER PARK,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FRIENDS FIELD,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
J. HOOD WRIGHT PARK,MANHATTAN    ,6.699,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WNYC TRANSMITTER PARK,BROOKLYN     ,6.611,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SPUYTEN DUYVIL SHOREFRONT PARK,BRONX        ,6.6,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
PARK AVENUE MALLS,MANHATTAN    ,6.593,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WESTWOOD PARK,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
UNION SQUARE PARK,MANHATTAN    ,6.51,ONE ACRE OR LARGER,0.0,0,2,2,0,7,0,11,3,2024
CONCRETE PLANT PARK,BRONX        ,6.438,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
COL. YOUNG PLAYGROUND,MANHATTAN    ,6.423,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BRADYS POND PARK,STATEN ISLAND,6.402,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
COOPER PARK,BROOKLYN     ,6.401,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GRAVESEND PARK,BROOKLYN     ,6.379,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
DR. CHARLES R. DREW PARK,QUEENS       ,6.336,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
TRINITY PARK,BROOKLYN     ,6.3,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MADISON SQUARE PARK,MANHATTAN    ,6.234,ONE ACRE OR LARGER,0.0,0,0,0,0,3,0,3,3,2024
ELMHURST PARK,QUEENS       ,6.219,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
FORT HAMILTON ATHLETIC FIELD,BROOKLYN     ,6.194,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
AMBROSINI FIELD,BRONX        ,6.1,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CLEARVIEW PARK,QUEENS       ,6.05,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
RALPH DEMARCO PARK,QUEENS       ,6.03,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WINGATE PARK,BROOKLYN     ,5.888,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
UNNAMED PARK ON DRUMGOOLE ROAD & HUGUENOT AVENUE,STATEN ISLAND,5.848,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
DE WITT CLINTON PARK,MANHATTAN    ,5.829,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
UNNAMED PARK ON BOUNDARY AVENUE,STATEN ISLAND,5.765,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
VAN VOORHEES PARK,BROOKLYN     ,5.739,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HALLETS COVE PLAYGROUND,QUEENS       ,5.7,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MCKINLEY PARK,BROOKLYN     ,5.655,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SOUTHERN FIELDS,QUEENS       ,5.593,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
DEVOE PARK,BRONX        ,5.44,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
ST. MICHAEL'S PLAYGROUND,QUEENS       ,5.43,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
KENNEDY PLAYGROUND,QUEENS       ,5.4,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MAFERA PARK,QUEENS       ,5.4,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SEAGIRT AVE WETLANDS,QUEENS       ,5.323,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
JOHN PAUL JONES PARK,BROOKLYN     ,5.317,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WALKER PARK,STATEN ISLAND,5.278,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
OLD PLACE CREEK PARK,STATEN ISLAND,5.233,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HOOVER - MANTON PLAYGROUNDS,QUEENS       ,5.2,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GEN. DOUGLAS MACARTHUR PARK,STATEN ISLAND,5.165,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GROVER CLEVELAND PLAYGROUND,QUEENS       ,5.1,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
POLICE OFFICER EDWARD BYRNE PARK,QUEENS       ,4.966,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CYPRESS HILLS PLAYGROUND,BROOKLYN     ,4.947,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SETH LOW PLAYGROUND/ BEALIN SQUARE,BROOKLYN     ,4.945,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
KELLY PARK,BROOKLYN     ,4.896,ONE ACRE OR LARGER,0.0,0,0,1,0,1,0,2,3,2024
SOCRATES SCULPTURE PARK,QUEENS       ,4.893,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BEACH 9 PLAYGROUND,QUEENS       ,4.863,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SOUTH BEACH WETLANDS,STATEN ISLAND,4.794,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
NAPLES PLAYGROUND,STATEN ISLAND,4.784,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
RAOUL WALLENBERG FOREST,BRONX        ,4.73,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WEST HARLEM PIERS,MANHATTAN    ,4.712,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SPORTS PARK,STATEN ISLAND,4.647,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WASHINGTON'S WALK,BRONX        ,4.637,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2024
CAMBRIA PLAYGROUND,QUEENS       ,4.635,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MARCONI PARK,QUEENS       ,4.635,ONE ACRE OR LARGER,0.0,0,0,2,0,0,0,2,3,2024
VALENTINO PIER,BROOKLYN     ,4.525,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GRANITEVILLE QUARRY PARK,STATEN ISLAND,4.465,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MONTBELLIER PARK,QUEENS       ,4.427,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
QUARRY BALLFIELDS,BRONX        ,4.417,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
RICHMAN (ECHO) PARK,BRONX        ,4.385,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
JEROME PARK,BRONX        ,4.359,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CORLEARS HOOK PARK,MANHATTAN    ,4.355,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
"PHIL ""SCOOTER"" RIZZUTO PARK",QUEENS       ,4.353,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2024
ASPHALT GREEN,MANHATTAN    ,4.35,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
FABER POOL AND PARK,STATEN ISLAND,4.339,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MACHATE CIRCLE,BROOKLYN     ,4.32,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HAMILTON FISH PARK,MANHATTAN    ,4.3,ONE ACRE OR LARGER,0.0,0,0,0,0,2,0,2,3,2024
TIFFANY STREET PIER,BRONX        ,4.231,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
KINGDOM POND PARK,STATEN ISLAND,4.22,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
COLUMBUS PARK BROOKLYN,BROOKLYN     ,4.14,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
STAPLETON PLAYGROUND,STATEN ISLAND,4.096,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
STERNBERG PARK,BROOKLYN     ,4.044,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2024
COLUCCI PLAYGROUND,BRONX        ,4.0,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
NORTHERLEIGH PARK,STATEN ISLAND,3.955,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
STUYVESANT SQUARE,MANHATTAN    ,3.928,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
LAST CHANCE POND PARK,STATEN ISLAND,3.903,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CHELSEA PARK,MANHATTAN    ,3.9,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
FORDHAM LANDING PLAYGROUND,BRONX        ,3.9,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
NORTH 5TH STREET PIER AND PARK,BROOKLYN     ,3.882,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HAGGERTY PARK,QUEENS       ,3.867,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
JACOB H. SCHIFF PLAYGROUND,MANHATTAN    ,3.852,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GRANT PARK,BRONX        ,3.85,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2024
EAST ELMHURST PLAYGROUND,QUEENS       ,3.827,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
JOSEPH AUSTIN PLAYGROUND,QUEENS       ,3.814,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
UNNAMED PARK ON ROCKAWAY BOARDWALK & CREST ROAD,QUEENS       ,3.809,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
LINCOLN CENTER PLAZA,MANHATTAN    ,3.8,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
INGRAM WOODS,STATEN ISLAND,3.77,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FARM PLAYGROUND,QUEENS       ,3.757,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HINTON PARK,QUEENS       ,3.735,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
LOUIS PASTEUR PARK,QUEENS       ,3.673,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2024
WHITEY FORD FIELD,QUEENS       ,3.622,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
POMONOK PLAYGROUND,QUEENS       ,3.596,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CLAWSON PLAYGROUND,STATEN ISLAND,3.593,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BENNETT REST,MANHATTAN    ,3.567,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GOVERNOR SMITH PLAYGROUND,BRONX        ,3.564,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
PAERDEGAT PARK,BROOKLYN     ,3.56,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
AMERSFORT PARK,BROOKLYN     ,3.557,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CITY LINE PARK,BROOKLYN     ,3.552,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BAILEY PLAYGROUND,BRONX        ,3.533,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
NAUTILUS PLAYGROUND QUEENS,QUEENS       ,3.52,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
VINMONT VETERAN PARK,BRONX        ,3.5,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MCDONALD PLAYGROUND BROOKLYN,BROOKLYN     ,3.485,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
THE OLDE TOWNE OF FLUSHING BURIAL GROUND,QUEENS       ,3.474,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WEGENER PARK,STATEN ISLAND,3.464,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 89TH TO OLD BEACH 88TH STREET,QUEENS       ,3.43,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
JULIO CARBALLO FIELDS,BRONX        ,3.428,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GRADY PLAYGROUND,BROOKLYN     ,3.403,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
ST. MICHAEL'S PARK,QUEENS       ,3.4,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BREININGER PARK,QUEENS       ,3.4,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CO-OP CITY FIELD,BRONX        ,3.4,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GREENWOOD PLAYGROUND,BROOKLYN     ,3.39,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
ST. ANDREW'S PLAYGROUND,BROOKLYN     ,3.38,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SEWARD PARK,MANHATTAN    ,3.361,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BEHAGEN PLAYGROUND,BRONX        ,3.348,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
DUGAN PLAYGROUND,STATEN ISLAND,3.333,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
EVERGREEN PARK,QUEENS       ,3.32,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
JOHN JAY PARK,MANHATTAN    ,3.312,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
UNIVERSITY WOODS,BRONX        ,3.306,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WATSON GLEASON PLAYGROUND,BRONX        ,3.301,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2024
TOTTENVILLE POOL,STATEN ISLAND,3.259,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
